preschool,address,city,state,zip,provider_type,license_number,license_status_in_cdss_2025_export,licensed_capacity,phone,license_first_date,elfa_network_member,preschool_screening_rating,rating_basis,rating_limitations,address_source,cdss_facility_detail_url,cdss_dataset_url,elfa_directory_url,cdss_export_data_date,elfa_directory_access_date,latitude,longitude,geocode_matched_address,geocode_match_method,geocode_source,geocode_data_as_of
Wonder Years School,380 21St Avenue,San Francisco,CA,94121,DAY CARE CENTER,384004810,LICENSED,45,(415) 209-5488,11/25/2024,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004810,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.780818,-122.4801576,380 21ST AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Wu Yee Children'S Services-Ocean Elc,1820 Alemany Blvd.,San Francisco,CA,94112,DAY CARE CENTER,384004743,LICENSED,40,(415) 230-7508,11/14/2023,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004743,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7231762,-122.4379355,1820 ALEMANY BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Bright Horizons - Laurel Heights,"2675 Geary Blvd, suite 400",San Francisco,CA,94118,ELFA preschool/center,384001301,Not present,,(415) 596-5160,,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory, but the license is not present in the CDSS child care center export dated 2025-05-25. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001301,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7820803,-122.4465758,2675 GEARY BLVD,Exact DataSF address; source ZIP differs,DataSF Enterprise Addressing System,2026-09-21
Cross Cultural Family Center - Cleo Wallace,71 Turner Terrace,San Francisco,CA,94107,DAY CARE CENTER,384002732,CLOSED,35,(415) 921-7019,8/10/2016,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as CLOSED / DAY CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002732,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7569059,-122.3954079,"71 TURNER TER, SAN FRANCISCO, CA, 94107",US Census address match,US Census Geocoder Public_AR_Current,2026-09-22
Explorers Prep,349 Taraval Street,San Francisco,CA,94116,SINGLE LICENSED CHILD CARE CENTER,384005050,PENDING,32,(415) 936-4128,,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as PENDING / SINGLE LICENSED CHILD CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384005050,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7432564,-122.4696867,"349 TARAVAL ST, SAN FRANCISCO, CA, 94116",US Census address match,US Census Geocoder Public_AR_Current,2026-09-22
Felton Institute - Solmar Learning Center,199 Shotwell Street,San Francisco,CA,94103,INFANT CENTER,384004506,LICENSED,24,(415) 474-1809,2/14/2022,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as LICENSED / INFANT CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004506,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7654812,-122.4162782,199 SHOTWELL ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
FranDelJa Enrichment Center - Hunter's View,901 B Fairfax Ave,San Francisco,CA,94124,INFANT CENTER,384002983,LICENSED,21,(415) 822-1699,12/14/2017,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as LICENSED / INFANT CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002983,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7352218,-122.3806594,901 A FAIRFAX AVE,DataSF normalized street match,DataSF Enterprise Addressing System,2026-09-21
Little Panda Children's Campus at San Francisco State University - San Francisco State University,1 N State Drive,San Francisco,CA,94132,ELFA preschool/center,384005131,Not present,,(415) 516-8121,,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory, but the license is not present in the CDSS child care center export dated 2025-05-25. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384005131,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7260402,-122.4822453,"North State Drive, San Francisco, CA 94132",Published campus road centroid,OpenStreetMap North State Drive centroid,2026-09-22
"Mission Neighborhood Centers, Inc. - Valencia Gardens",380 Valencia St,San Francisco,CA,94103,SINGLE LICENSED CHILD CARE CENTER,384005039,PENDING,29,415-206-7752 x2028,,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as PENDING / SINGLE LICENSED CHILD CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384005039,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7670627,-122.4222796,380 VALENCIA ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Potrero Kids - Potrero Kids at 3rd Street (PK3),810 Illinois St,San Francisco,CA,94107,SINGLE LICENSED CHILD CARE CENTER,384004958,PENDING,84,(415) 550-3300,,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as PENDING / SINGLE LICENSED CHILD CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004958,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7612037,-122.3877731,810 ILLINOIS ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
SFUSD - Leola M. Havard,1360 Oakdale Ave (temporarily located at George Washington Carver),San Francisco,CA,94124,DAY CARE CENTER,380504345,INACTIVE,192,(415) 695-5660,8/27/1986,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as INACTIVE / DAY CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504345,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7318978,-122.3856299,1360 OAKDALE AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunny Infant and Preschool Center - Clement,3101 Clement St,San Francisco,CA,94121,SINGLE LICENSED CHILD CARE CENTER,384004969,PENDING,61,(415) 806-2618,,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as PENDING / SINGLE LICENSED CHILD CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004969,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7815456,-122.4925286,3101 CLEMENT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
The Janet Pomeroy Center,207 Skyline Blvd,San Francisco,CA,94132,SCHOOL AGE DAY CARE CENTER,380505461,LICENSED,111,(415) 665-4100,8/14/1989,Yes,Review - ELFA-listed; verify license status,"Listed in the current SF DEC ELFA directory. The CDSS export dated 2025-05-25 lists this license as LICENSED / SCHOOL AGE DAY CARE CENTER, rather than as an active preschool or day care center. Verify the latest status and compliance history.","Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",SF DEC ELFA directory,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380505461,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7296417,-122.5018455,207 SKYLINE BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
